Segment,Plant,Product,Quantity,Risk Level,Segement,Code,UOM,Status,Classification,Level 1,Level 2,Level 3,Scrapping Status,Scrapping Month,Value in EGP,Date
,EGB3,12345,34.20337459807074,Unknown,Raw,30008657,Kg,Booked,Fayrouz Coffee ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain, MARKETING/SALES/SCH.Change of recipe and design because of legislation,Pending,December 2092,461700.0,2024-01-01
,EGB3,Flavor Giva Malt XE7939306,34.20337459807074,High,Raw,30002358,kg,Not Booked,Amstel Flavour,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Done,May 2092,245626.0,2024-01-01
,EGB5,Cap Al Screw ID Blue40 500ml 2019,34.20337459807074,High,Pack,40025578,Pc,Booked,Quality Issue,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Pending,December 2092,283678.0,2024-01-01
,EGB3,Case RS Bot MEISTER Max 24x500ml EG,34.20337459807074,High,Pack,40031721,Pc,Not Booked,Cancelled NPI,Write_off_Sales ,Sales,Material no longer used,Pending,December 2092,201025.0,2024-01-01
,EGB3,Flavor Symr Coffee 327773,34.20337459807074,High,Raw,30008426,Kg,Booked,Fayrouz Coffee ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date NPI ,Done,May 2092,181392.0,2024-01-01
,EGLE,JUST WINE Chardonnay White NRB 12x75cl,34.20337459807074,High,FG,55636,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,157485.1,2024-01-01
,EGL1,Case RS Bot AMSTEL App NA 24x330ml,34.20337459807074,High,Pack,40029811,PC,Booked,Scarab,Write_off_Sales ,Sales,Material no longer used,Done,January 2092,136312.8,2024-01-01
,EGL1,Case RS Bot AMSTEL Clasica 24x330ml Exp,34.20337459807074,High,Pack,40029760,PC,Booked,Scarab,Write_off_Sales ,Sales,Material no longer used,Done,January 2092,133383.0,2024-01-01
,EGB1,Case RS Bot SAKARA El-King 10% 24x500ml,34.20337459807074,High,Pack,40024474,Pc,Booked,Quality Issue,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation,WHS.Losses for additional packaging incl. natural wear-and-tear of pack. materials ,Done,March 2092,132756.0,2024-01-01
,EGB1,STELLA RB Crate 24x50cl EG,34.20337459807074,High,FG,4038,Pc,Not Booked,Quality issue ,Write_off_Production ,Production_own_products," PRODUCTION.Production breakage and reject  (shortrun, reject of package), incl returns from customers ",Done,May 2092,121228.8,2024-01-01
,EGL1,Case RS Bot AMSTEL Lem NA 24x330ml Exp,34.20337459807074,High,Pack,40029796,PC,Booked,Scarab,Write_off_Sales ,Sales,Material no longer used,Done,January 2092,120346.2,2024-01-01
,EGL1,Case RS Bot AMSTEL Pom NA 24x330ml,72.0,High,Pack,40029810,PC,Booked,Scarab,Write_off_Sales ,Sales,Material no longer used,Done,January 2092,120276.0,2024-01-01
,EGB3,LBLWA FAYROUZ Apple Watermelon 970ml,34.20337459807074,Medium,Pack,40028790,Pc,Booked,PET Label,Write_off_Sales ,Sales,Material no longer used,Pending,December 2092,119715.66,2024-01-01
,EGB5,Cap Al Screw ID Black50 2019,48.0,High,Pack,40025577,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,December 2092,111.46464,2024-01-01
,EGB4,PHARAOHS Rose BIB 10L,326.0,High,FG,4188,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,88952.36,2024-01-01
,EGB3,FAYROUZ Pine PET Shrink 6x97cl SE EG,39.0,High,FG,62965,PC,Not Booked,Quality issue ,Write_off_Production ,Production_own_products, PRODUCTION.Microbiology (quality of beer) incl returns from customers,Done,March 2092,66973.2,2024-01-01
,EGB3,Cap Pl Orange FAYROUZ Mango 1810 V2,18.0,High,Pack,40025627,Pc,Booked,SKU simplification ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,December 2092,65758.0,2024-01-01
,EGLE,PHARAOHS Rose Keg 30L,16.0,High,FG,4195,Case,Not Booked,Expired,,,,Pending,August 2092,64125.0,2024-01-01
,EGB3,LBLWA FAYROUZ Mango Peach 970ml Pro22,34.20337459807074,High,Pack,40032412,Pc,Booked,SKU simplification ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,December 2092,63300.0,2024-01-01
,EGB1,Case RS Bot SAKARA Weizen 24x500ml EG 16,34.20337459807074,High,Pack,40019201,Pc,Booked,SKU simplification ,Write_off_Sales ,Sales,Material no longer used,Pending,December 2092,62561.25,2024-01-01
,EGB4,AYAM White NRB 12x75cl,55.27,High,FG,4606,Case,Booked,FG-Expiry,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,June 2092,46612.5072,2024-01-01
,EGLE,NERMINE Red NRB 6x75cl,431.1,High,FG,4169,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,45476.14,2024-01-01
,EGB1,Flavor Wild Cactus 3182502277,288.0,High,Raw,30006694,KG,Not Booked,Expired,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date NPI ,Done,March 2092,44535.0,2024-01-01
,EGB3,BIRELL Can Tray 24x33cl EG,25.0,High,FG,4121,Pc,Not Booked,Quality issue ,Write_off_Production ,Production_own_products," PRODUCTION.Production breakage and reject  (shortrun, reject of package), incl returns from customers ",Done,May 2092,41448.96,2024-01-01
,EGB3,Can Al AMSTEL 330ml STD Plain Malt V3,34.20337459807074,High,Pack,40030286,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Done,May 2092,33609.6,2024-01-01
,EGB3,Flavor Symr Caramel 867370,34.20337459807074,High,Raw,30008427,Kg,Booked,Fayrouz Coffee ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date NPI ,Done,May 2092,31120.0,2024-01-01
,EGLE,"AYAM White NRB 48x18,7cl",550.0,High,FG,56006,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,29822.92,2024-01-01
,EGB4,LBLST CAPE BAY Chardonnay Oaky 750ml Yel,140.0,High,Pack,40019474,Pc,Booked,SKU simplification ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,December 2092,27574.43,2024-01-01
,EGLF,PHARAOHS White BIB 10L,434.0,High,FG,4186,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,March 2092,25063.5,2024-01-01
,EGB5,Case RS Bot ID Vodka 12x500ml BKR 2018,950.0,High,Pack,40024631,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Done,May 2092,24855.0,2024-01-01
,EGLE,CAPE BAY Chardonnay Oaky NRB 12x75cl,34.20337459807074,High,FG,51450,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,24345.51,2024-01-01
,EGB4,PHARAOHS White BIB 10L,34.20337459807074,High,FG,4186,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,March 2092,23581.78,2024-01-01
,EGB5,Case RS Bot ID Vodka 6x1L BKR 2018,34.20337459807074,High,Pack,40024615,PC,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain," MARKETING/SALES/SCH.Change of design (marketing issues, promo) ",Done,March 2092,23208.0,2024-01-01
,EGB5,Flavor Symr Cola 372562,34.20337459807074,High,Raw,30008711,Kg,Not Booked,Delayed NPI,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date NPI ,Done,May 2092,22513.0,2024-01-01
,EGB5,Ink Videojet V401 Black 750ml,34.20337459807074,High,Pack,40027168,Pc,Not Booked,Expired,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date. Other,Done,March 2092,21237.0,2024-01-01
,EGLE,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,March 2092,20460.0,2024-01-01
,EGLF,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,19948.5,2024-01-01
,EGLE,PHARAOHS White BIB 10L,34.20337459807074,High,FG,4186,PC,Not Booked,quality Issue,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,January 2092,19461.0,2024-01-01
,EGB5,Case RS Bot BUTLERS 6x750ml BKR 2018,34.20337459807074,High,Pack,40024636,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain," MARKETING/SALES/SCH.Change of design (marketing issues, promo) ",Pending,December 2092,19230.25,2024-01-01
,EGLE,OBELISK Rose NRB 12x75cl,34.20337459807074,High,FG,4174,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,19180.88,2024-01-01
,EGB4,LBL Front CGV White 750ml 2019,34.20337459807074,High,Pack,40028577,Pc,Not Booked,Delisted,Write_off _Purchasing,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Minimal batch size (agreed decision) ,Done,March 2092,19072.0,2024-01-01
,EGLF,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,March 2092,18925.5,2024-01-01
,EGB5,LBLST ID Black 50 1L,34.20337459807074,High,Pack,40016575,Pc,Booked,SKU simplification ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Minimal batch size (agreed decision) ,Pending,December 2092,18491.91,2024-01-01
,EGB4,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,March 2092,16958.36,2024-01-01
,EGB4,LBL Back CGV White 750ml 2019,525.0,High,Pack,40028578,Pc,Not Booked,Delisted,Write_off _Purchasing,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Minimal batch size (agreed decision) ,Done,March 2092,16470.0,2024-01-01
,EGLF,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,Pc,Not Booked,Quality Issue,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,May 2092,15856.5,2024-01-01
,EGLE,AYAM White NRB 12x75cl,22.0,High,FG,4606,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,15686.99,2024-01-01
,EGB4,Case RS Bot OMAR KHAYYAM 12x750ml BKR V2,34.20337459807074,High,Pack,40029987,Pc,Not Booked,SKU simplification ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain," MARKETING/SALES/SCH.Change of design (marketing issues, promo) ",Done,March 2092,15625.78,2024-01-01
,EGB3,LBL Met Neck MEISTER Max 500ml,34.20337459807074,High,Pack,40031720,Pc,Not Booked,Cancelled NPI,Write_off_Sales ,Sales,Material no longer used,Pending,December 2092,15600.0,2024-01-01
,EGB3,LBL Met Front MEISTER Max 500ml,34.20337459807074,High,Pack,40031719,Pc,Not Booked,Cancelled NPI,Write_off_Sales ,Sales,Material no longer used,Pending,December 2092,15600.0,2024-01-01
,EGLE,CASPAR White Viognier NRB 6x75cl,34.20337459807074,High,FG,4168,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,15200.97,2024-01-01
,EGB4,Case RS Bot ABARKA 12x750ml BKR,34.20337459807074,High,Pack,40019904,PC,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain," MARKETING/SALES/SCH.Change of design (marketing issues, promo) ",Done,March 2092,14263.0,2024-01-01
,EGLE,AYAM Red NRB 12x75cl,34.20337459807074,High,FG,4867,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,13905.95,2024-01-01
,EGLF,SAKARA El King 15% Can Tray 24x33cl EG,34.20337459807074,High,FG,62307,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,January 2092,13173.3,2024-01-01
,EGB3,Stabilizer Gellan Gum Kelcogel HM-B E418,34.20337459807074,High,Raw,30008657,Kg,Booked,Fayrouz Coffee ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain, MARKETING/SALES/SCH.Change of recipe and design because of legislation,Done,March 2092,12150.0,2024-01-01
,EGLE,VALMONT White Sparkling NRB 12x75cl,34.20337459807074,High,FG,12026,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,11512.74,2024-01-01
,EGB5,PSL Front BUTLER Gin 750ml 2018,34.20337459807074,High,Pack,40024670,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain," MARKETING/SALES/SCH.Change of design (marketing issues, promo) ",Pending,December 2092,11143.908,2024-01-01
,EGLE,CASTELLO DI TREVI Red NRB 6x75cl,94.0,High,FG,55946,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,9852.27,2024-01-01
,EGB5,LBLST ID Blue 40 500ml,46.0,High,Pack,40016591,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Done,May 2092,9411.0,2024-01-01
,EGLE,PHARAOHS Red BIB 10L,10.0,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,9207.0,2024-01-01
,EGLE,"AYAM Red NRB 48x18,7cl",6.0,High,FG,56007,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,8904.36,2024-01-01
,EGB1,HEINEKEN Can Tray 24x33cl EG,432.0,High,FG,4080,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,May 2092,8890.56,2024-01-01
,EGB5,Flavor Symr Pear 414204,113.0,High,Raw,30008403,KG,Booked,SKU simplification ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date NPI ,Pending,December 2092,8745.0,2024-01-01
,EGLF,PHARAOHS White BIB 10L,577.0,High,FG,4186,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,8184.0,2024-01-01
,EGLF,PHARAOHS Rose Keg 30L,3.38,High,FG,4195,Case,Not Booked,Expired,,,,Pending,August 2092,7695.0,2024-01-01
,EGLE,CASTELLO DI TREVI White NRB 6x75cl,125.0,High,FG,55947,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,7631.93,2024-01-01
,EGLA,"FAYROUZ Pine NRB Case 24x27,5cl EG",50.0,High,FG,61910,Case,Not Booked,Expired,,,,Pending,August 2092,7517.5,2024-01-01
,EGLF,PHARAOHS White BIB 10L,34.20337459807074,High,FG,4186,PC,Not Booked,quality Issue,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,January 2092,7485.0,2024-01-01
,EGLE,CAPE BAY Chardonnay NRB 12x75cl,7.0,High,FG,4182,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,7273.37,2024-01-01
,EGB3,Can Al AMSTEL 330ml STD EG,34.20337459807074,High,Pack,40005045,Pc,Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,December 2092,7142.04,2024-01-01
,EGLX,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,March 2092,6649.5,2024-01-01
,EGLE,CGM White NRB 12x75cl,34.20337459807074,High,FG,4172,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,6191.01,2024-01-01
,EGB5,Partition Corr NRB BUTLER 6x750ml,34.20337459807074,High,Pack,40018329,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain," MARKETING/SALES/SCH.Change of design (marketing issues, promo) ",Pending,December 2092,99181.43999999999,2024-01-01
,EGB4,PHARAOHS White BIB 10L,34.20337459807074,High,FG,4186,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,5519.14,2024-01-01
,EGLE,VALMONT Semi Sweet White NRB 12x75cl,34.20337459807074,High,FG,56815,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,5383.84,2024-01-01
,EGLE,CAPE BAY Merlot Oaky NRB 12x75cl,34.20337459807074,High,FG,51449,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,5329.27,2024-01-01
,EGLE,AYAM Rose NRB 12x75cl,34.20337459807074,High,FG,56224,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,5281.42,2024-01-01
,EGLE,FAYROUZ Pine PET Shrink 6x97cl SE EG,34.20337459807074,High,FG,62965,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,May 2092,5255.28,2024-01-01
,EGLE,AYAM Reserve NRB 12x75cl,34.20337459807074,High,FG,56572,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,4469.53,2024-01-01
,EGB4,PHARAOHS Red BIB 10L,34.20337459807074,High,FG,4187,Pc,Not Booked,Quality Issue,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,May 2092,4423.92,2024-01-01
,EGLF,FAYROUZ Pineapple PET Shrink 6x97cl EG,14.0,High,FG,57249,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,February 2092,4401.99,2024-01-01
,EGLI,BIRELL Can Tray 24x33cl EG,14.0,High,FG,4121,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,May 2092,4048.8,2024-01-01
,EGLF,FAYROUZ Pine PET Shrink 6x97cl SE EG,15.0,High,FG,62965,Case,Not Booked,Expired,,,,Pending,August 2092,3997.5,2024-01-01
,EGB5,LBLST WHITE FEATHER 750ml,6.0,High,Pack,40025874,Pc,Booked,Cancelled NPI,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date NPI ,Pending,December 2092,3948.13,2024-01-01
,EGLE,CAPE BAY Merlot NRB 12x75cl,26.0,High,FG,4181,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,3855.54,2024-01-01
,EGB1,MEISTER Max Can Tray 24x33cl EG,7.0,High,FG,4067,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,March 2092,3803.52,2024-01-01
,EGB4,PHARAOHS Red BIB 10L,161.0,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,3686.6,2024-01-01
,EGB5,Flavor Symr Coconut 401145,14.0,High,Raw,30008485,KG,Not Booked,Expired,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Done,January 2092,3670.0,2024-01-01
,EGLF,PHARAOHS White BIB 10L,36.0,High,FG,4186,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,February 2092,3580.5,2024-01-01
,EGLE,PHARAOHS White BIB 10L,15.0,High,FG,4186,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,April 2092,3069.0,2024-01-01
,EGLE,"OMAR KHAYYAM White NRB 48x18,7cl",19.0,High,FG,50926,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,2882.06,2024-01-01
,EGB4,PHARAOHS Rose BIB 10L,1.0,High,FG,4188,Pc,Not Booked,Quality Issue,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,May 2092,2728.6,2024-01-01
,EGB1,MEISTER Max Can Tray 24x33cl EG,1.0,High,FG,4067,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,January 2092,2716.8,2024-01-01
,EGB3,BIRELL RB Crate 24x24cl EG,1.0,High,FG,5813,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,January 2092,2678.4,2024-01-01
,EGLF,PHARAOHS Red BIB 10L,1.0,High,FG,4187,PC,Not Booked,Quality issue ,Write_off_Production ,Production_Suppliers," PRODUCTION.Rejected suppliers' materials, incl. test materials ",Done,February 2092,2557.5,2024-01-01
,EGLE,LEILA Rose NRB 12x75cl,4.0,High,FG,5567,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,March 2092,2447.63,2024-01-01
,EGB1,MEISTER Max Can Tray 24x33cl EG,24.0,High,FG,4067,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,February 2092,2241.36,2024-01-01
,EGB1,SAKARA El King 10% Can Tray 24x33cl EG,1.0,High,FG,62302,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,February 2092,2224.8,2024-01-01
,EGLE,VALMONT Rose Sparkling NRB 12x75cl,7.0,High,FG,12551,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,March 2092,2120.46,2024-01-01
,EGB3,FAYROUZ Pine PET Shrink 6x97cl SE1 EG,1.0,High,FG,63344,PC,Not Booked,Quality issue ,Write_off_Production ,Production_own_products, PRODUCTION.Microbiology (quality of beer) incl returns from customers,Done,April 2092,2030.4,2024-01-01
